seed_script,followup_1,followup_2,followup_3
"    'A water cooler glows slightly, even though it was decommissioned.',","The telephone is going over the wires and over the poles. I go outside where there is lots of people, probably in their late fifties. Father Andrew with gold teeth; it is beautiful! He is very busy and I decide to hurry away for rest of day, and ask him where he will sleep; a cat comes in; but at any rate he is coming by and as I come in late (it is 10:30).",Interpretation None Answers to questions 2. Happy3. Actual participant4. Unpleasant6. It can be heard on the other side of the hall.,Answers to questions 2. In real life I tried but couldn't make out answer 2; in which case it is 2 words in my dream.
"    ""The inbox runs backwards, but I can't make it stop."",","Interpretation Answers to questions  2. The game takes place outdoors, which gives us time to be free. The last question seems to have more to do with an intersection of brick streets. There is another question to determine a score. It may be one of three (3. We play a game about calls, on an oval about which we are not familiar. It is not well explained. A house is being rented or remodeled. Two of the trees are missing and the front of the house is standing badlyened out. It is dark.",Answers to questions 2. No answer. I can't seem to remember its meaning or meaning. I have only felt it.,"Interpretation No interpretation at all. Answers to questions 2. No interpretation. Answers to questions 3. No interpretation. Answers to questions 4_________ unknown. Answers and Participant's names, ages, and answers to questions: none 5. My aunt."
"    ""The boardroom plays back a conversation, like it's waiting for someone."",","My sister, who is driving me to class at school and on the left side is the teacher. The teacher is standing and we have been playing so that we won't get caught by them. I had better hurry. Another girl comes along as well, wearing only shorts and a dress with white flowers in it but I see her as I was with before. We are on a train and she says we should stop somewhere to get something we need. I don't want to get out before school. So I walk back. It doesn't seem that way. On a bus, as I say goodbye to my sister goes through the woods.","This happened several times, but I think about not taking the time to try this dream.",Interpretation No interpretation Answers to questions 2. Perplexed5. There was no sense of excitement as it seemed as though there had been a battle of words between us and we would have answered only when we were told by the others. Answers To questions 2. Sad3.
"    ""My voicemail has been rearranged, but I can't make it stop."",",Interpretation No interpretation. Answers to questions 2. Later8 am - 3 hours Later Answers To photographs2. A man in an old pickup truck3.,"The picture or image you want may be the same as the image you are trying to remember. We have a friendly contest in which our contestants are either painted on either blue or red, or both. Answers to questions 2.","Both of these answers must make it appear correctly in front of the other one. It can help us figure out what to do for each answer. I am trying not to forget my own answers. Another answer comes to me without using my own paint, but it is very clear and I decide to use blue instead because (I know) I am getting my numbers on my answering machine. Someone has a picture of our cat who is riding up stairs, (a baby type of bicycle)."
"    ""The projector is filled with light, but I can't make it stop."",",Interpretation No interpretation. Answers to questions 2. Answers To questions2. Actual participant3. Participant6. None7.,"Participant also played the game with no game of telephone - only the words on lines inital-- Pragmatism I am one person having fun playing telephone (the telephone). In fact, I have been involved in telephone games several times with others. However it seems as if I am playing telephone games first-hand with someone else. The game was not similar, but I saw it very differently. In any event, I believe he is jealous because we all like the competition. This could be done. Something I have read in newspapers about us.",
"    ""My badge shows an old date, like it's waiting for someone."",","This will count as many games as we can play, but I don't know exactly how many we can play. Interpretation None[102] Answers to questions 2. No emotions. Just pleasant sensation. Home or town (where we'd moved or traveled during her family's stays - both were present.",Interpretation I am very much afraid of telephone answering. I don't want it; it is so hard for me to understand. Answers dream 2. Perplexed3. No5_________ unsure Answers dreams6: A. In the middle of the night7:00 a.,"Time to get supper and leave home. But I cannot carry my books upstairs because I wear an safety belt, but there are books in front of a locked door at the bottom of the stairs. There are also books near window. This train was coming. I am tired. The doors are unlocked. It gets dark, but we are all alone. A friend, who has borrowed all the books I needed must carry upstairs."
"    ""The boardroom no longer responds, though it's not plugged in."",",Interpretation None Answers to questions 2. Pleasant7. Unpleasant8. Can't place9. Home: outside in Wilmerton: (a house I see).,"It is raining, but still pleasant. No problem, just an unpleasant feeling. Answers To questions 8. Happy 9_______________ My feelings were pleasant, happy, and we wereni t about to have an argument. Answers to questions 12.","We are to call Miss W. I was afraid it would be too late. This time the call wouldn't take so long. The door opens. Miss H. As she says hello to them as they walk into the house her mother is on her way somewhere. While they wait there, there is an interruptions, but when we are asleep, then we have some pleasant talk like they must have been talking."
"    ""The server rack runs backwards, but I can't make it stop."",","The game cannot continue so long. Setting: My home. Characters: World friends (I forget which--my own family I don't know, my own mother and my own sister) - not sure if I don't recognize them. My own brother). Feelings and Thoughts: Happy, excited. I want to try to explain what the hell is going on. I wanted too much for some reason: it was kind of weird, like making the game stop because it didn't work. To help myself with that I'm very embarrassed that I don't understand. Characters_________: Me!",Answers to questions  2. Participant5. Actual participant6.,"Interpretation I was in a psychology class of 3rd grade and my sister Mary was there. Our game involves only one person, with the other two doing difficult puzzles. Answers To questions 2. Participant3____ Answers to questions 4."
"    'The training video hums in Morse code, like a scene from a dream.',",Interpretation None Answers to questions 2. Happy3.,"All we get are results and I answer 3, 2nd/1 with 30% and 3rd/2 without as many answers as 5%. I believe the new office is a new building which needs changes), before I go home to find other people to meet me and bring my baby girl with me when they return home. I have to look around for the room. They ask me what door I should use and I tell them there aren't any doors to that door at these other schools. Also can't remember any doors to this school. They point out hallway on which way I should take. I go in and walk through hall to door and find a room where there's room very crowded.",I go back to hall and find two classes now occupied by my and others.
"    ""A water cooler hums in Morse code, though it's not plugged in."",","They tell me mine is my girly toilet paper with two colors and that mine doesn't work as well. I try several times trying other colors, and finally decide this is my favorite, because while trying my best I have already given up on them, these are not enough. But finally decide to keep it. The stairs are locked.",Interpretation No interpretation possible. Answers to questions 2. Happy3. Participant4_________ happy5. Unpleasant6. Pleasant7.,Participant5). Participant10. On home. I have a child with me21.
"    'The inbox shows an old date, like a scene from a dream.',","Interpretation We were playing a game of telephone in my hometown and can't recall it, but this was apparently our game, and it was quite fun. I was very happy as we played. Answers to questions 2. Wasted.","Answers to questions 2. Participant4__________ 5_____ In answer to question 1: cannot remember and cannot explain6_______ My brother, Sam, and I both sleep on the top bunk of the two answering lines. Answers to questions7.","Our group and others are playing a small game of bowling (saddle). Interpretation This is something similar to what may happen with my neighbor and my dream-troulette L College class (both of them). We have only one other home at home. My mother and our teacher, D_____ (who is very quiet), come over."
"    'A water cooler hums in Morse code, as if the office is remembering something.',",Interpretation At a meeting of the boards on a church roof that belonged to our church we discuss the question of calling the next Monday at 8:30 for church board meeting. Answers to questions 2. Participant41997-05-19; ( During dream) 5. No Answers To questioned6. Unpleasant7. A professor at my high school said he had not asked for food and drink last week.,"Answers to questions 2. My answer is(2). I was lying on sidewalk with my hands in my pockets and my face face covered by a pillow. At that moment an attractive young woman came up to me from behind. She was with her mother who appeared, wearing glasses but was about 30 years old and appeared older looking like she herself. Her hair style seemed very attractive ( Also pleasant.","After that I was alone in my apartment, but my mother became rather jealous. I had dressed myself like a girl, but didn't go to the bathroom because I knew how her mother felt about me having gone, so I left and tried to find another apartment in which to have dinner with her."
"    'The inbox plays back a conversation, and no one seems to notice.',","In the lobby are two fellows whom I know very well, and a girl whom I do not recognize at first but then later ask her to talk as she wants with me. She has on a blue and white shawl dress and is dressed all in black and light blue (like she wore many times in childhood). I say that I would like to meet the girl at lunch or work, at any time. The two men come into my office and I tell them that there is nothing I could do for they; in fact they will have to pay me. One of them tries upon each of us and I tell him that I can fix our beds first and then get rid of all our clothing and clothes.",Answers to questions 2.,"It is dark. I wonder if I have enough for 2 wafers and I take 3 more. My shoes aren't on my feet. The kitchen stove is lightened too, but it is still hot outside! See Father Andrew working at home: he has received an letters from his children. They offer food and we want some cookies. He puts out two!"
"    'The breakroom glows slightly, with my old ID number flashing.',","It turns out that the group that is playing started from our floor on the right. I recall picking up the small yellow toy phone and throwing it down. The boys at the breakroom start laughing at me because they didn't know about the breaks from my floor and they tried everything to kill me. They kept laughing at me. Interpretation Two men friends from my hometown, Mike and Lou, were at my house one night and I have the feeling their parents were there. One evening Lou was talking to Mike and Lou while we played they kept calling back us saying that Mike had his mom and our other close friends were calling him.","Also, in the dream Mike was in the kitchen helping us put food on both hot plates. The dishwater from the sink was cold but the stove was full of water.","Interpretation I found this difficult to explain because of my confused sense of what was on the table. It seemed to be there from time to time. I think this may have been part of an experiment, like a TV program. Answers to questions 2. None3. Then I was at some grocery store with my girlfriend Annie and my brother Wally. I thought it seemed odd that we would have breakfast together--a big gathering. We were eating the cookies and toast."
"    'The elevator glows slightly, even though it was decommissioned.',","Interpretation I don't remember clearly what the expression was in my dream. The fact is that I was on a vacation, I think going back home from a big party, and I can only recall the party after having taken an elevator off the roof. Answers to questions 2) = excited. No6) There were other people that I can recall.",An unknown one I haven't heard of except that my friend James K.,Interpretation No interpretation. Answers to questions 2.
"    'My voicemail glows slightly, as if the office is remembering something.',",Interpretation I know the screen at the moment -- see it's in a large window -- that I had dreamed about before. Answers to questions 2. Unpleasant3. No4 am A few hours ago there was an event at home - everyone went on the lawn to sleep there.,,"And I get frustrated. Then another call comes from my brother who has been in hospital for a week or two and is very sick. My brother complains too much, especially about his watch. He tells us he has died. I go back to my room with the help of Dr. I wake up before I know why I had gone there. I believe it must be because we are playing the game of telephone without any sound. I cry when I try to awaken from sleep but when I remember my parents need rest."
"    'My badge shows an old date, like a scene from a dream.',",Interpretation I was not a game participant. I had been dreaming. Answers to questions 2. Perplexed. There is no answer. Participant4. Technicalian5. No color6. No other people Answers to question6.,For those with questionsdo not attempt to repeat text. No confusion on form. May be partially explained by a game called Theissos. In a dining hall. No reply from ParticipantInterpretation The correct answer is 'Yes'. Answers to questions 2.,"Actual participant: male, wearing an old-fashioned hat, a grey satin dress, and hatless hat with dark curly flowers. Participant: female, wearing white satin, glasses - no response."
"    'The breakroom has been rearranged, like a scene from a dream.',",This follows hours if nothing goes wrong with the phone. Interpretation This is quite possible; the only thing I can think about is how boring my life really is. Answers to questions 2. Happy3.,"Interpretation No interpretation. Answers to questions 2. We talk for a while, then go upstairs to get some paper (I suppose). The place is big enough for both of us and one other person. The walls are painted like those from church, but still made of glass. There are two or three levels. There are many people in this room. It seems to be too big for me.",Answers to questions 2.
"    'A water cooler runs backwards, as if the office is remembering something.',","The game has been played 3 times and I cannot remember the final score. I find myself outside somewhere with many people who seem like neighbours. A neighbor (male) comes by and says he can't go to his room because it is raining. We hear an elevator beeping, but we can't get it to stop. Then I walk out (back home), see a woman doing some work - a start-up - as if she had worked there or before. It is 2:00 pm and the lights are on for 4pm. No I say Why?","I moved, and with me several other women in the dream who went there and talked to me but were not happy about to see the dream, only in their clothes.","My mother is very anxious to see me and wants to have the telephone with me every time she sees me. I tell her what I've done in the dream before (I couldn't make it thru this dream). She has a large room and she says she needs money. The dream ends. Characters: Two other women, both adults, girls, and two boys. I didn't know who the others were. Feelings and Thoughts: Happy, worried, scared and scared."
"    'The projector has been rearranged, as if the office is remembering something.',",Then the screen appears out of order and I can't find the phone. Then some voice tells me there have been many calls. Someone -- I know it's my brother-in-law - answers the phone but he isni Interpretation No interpretation. Answers to questions 2. Actual participant.,Interpretation It's an artificial intelligence game. Answers to questions 2. My room is so far away that you can hardly find where the room9.,Next Answers to questions5. Actual participant6. Anxious7. Ego8. A woman seems uncomfortable and anxious10. Unhappy11. The games are more exciting12.
"    'The projector glows slightly, with my old ID number flashing.',",Answers to questions 3. Participant[157]. No 7.,Interpretation None Answers to questions 2. Unpleasant3. No Answers to questions 4.,"We were playing a game of telephone: a telephone game [160] Answers to questions 4. Happy5. Actual participant(s). Uneasy7. Pleasant8_________9--- (informed). The game is very complicated, taking hours, days and weeks. Only one person can make it. Answers to questions10-- 1. Participant2."
"    'The training video shows an old date, with my old ID number flashing.',","Interpretation None Answers to questions 2. Perplexed. I was with Murtley, Mrs. Answers andany thoughts5. Actual participant7. Unpleasant8. We were playing a game of telephone with no participant. Pleasant10. Go to class11.","Answers to questions 2. The player is called Murtley. It seems he is his father, and the board looks like it did in waking life. He is angry and frustrated with the way the game is run: much frustration and conflict; games fall flat, some seem to be difficult, but none have answers or results. I cannot get to school, nor am I happy. Can't ask which one of us will take home the wrong one.","Interpretation My mother (the only one who knows) and myself, are feeling very happy. We have good weather and can enjoy it. I am worried about having to go to school. In reality we do have to go somewhere, but can hardly attend school."
"    ""A water cooler glows slightly, like it's waiting for someone."",",Interpretation No interpretation Answers to questions 2.,"When I finish the game I am told that the number of telephone numbers won't have been reached, but that one is the right one. I'm surprised and upset. Interpretation None Answers to questions 2. Very happy3. Actual participant4.",Interpretation No interpretation. Answers to questions 2. Happy3.
"    'The projector has been rearranged, with my old ID number flashing.',","Interpretation I know this was a dream and when it started it is not true. Answers to questions 2. Participant6. Can't remember7. No8_________9. Actual participant10. There were three young guys that were my friends. One was very tall (like 6'1 tall). They were my friend, but I don't recall them as big--they made some kind of noise about me, saying it wasn't coming over you though.",After I woke up one of them asked about something related to our game:  Did we like it? This is why you didni say it or what you said (something  Answers to questions 2.,Interpretation My husband's family is not there. My wife and children are with us. Answers to questions 2. Afraid3. Participant4.
"    'The projector hums in Morse code, as if the office is remembering something.',","Spanish) by the doctor and I feel he is talking about me. Interpretation We have made up our minds not too long ago about playing phone. Why we have puzzled (forget) it - its simple case that everything was known the same way. Some girl says It's all about the time, not money; don't try to make love when you still want sex. Answers to questions 2. Actual participant5.",Vienna to see me. He lives nearby. My brother is an old woman. She has a little 4-year-old boy who can manage his apartment. My brother and I help her from time to time.,"There is a lot of noise, but I cannot hear it. After the game has finished I am in a car with Xena who is wearing old blue jeans. We stop at a restaurant and eat slowly (as if in Spain). The place itself looks rather familiar: huge square empty rooms - lots of windows on either side - large open spaces. There are a couple of very short narrow squares - but there is no furniture. We try not to approach them. The restaurant is near the library - not close enough to find chairs."
"    'A water cooler prints out my thoughts, and no one seems to notice.',","That's what the water cooler tells you. I feel scared. This reminds me twice about being afraid again. The second time we try to repeating this image, I wake up frightened. Interpretation This was all confused. I mean it seems it can't have something to do with dreams. Answers to questions 2.","Interpretation The sun is always on and the water cools to - in this case - above the horizon. The water cools to between - This game of telephone sounds strange. I am angry, or else explain it to someone.",Answers to questions 2. Participant41997-05-23rd (in waking) 5.
"    'A water cooler has been rearranged, and no one seems to notice.',","In an old house I sit at a desk in the lobby. We must pass through doors. An old man from my Church tries repeatedly on my dress, but I don't seem to be able-- finally an old lady gives me home! Later on it is obvious that our game took place even though we have already played. There are many new game shows to attend. My brother's (16) group is playing two of them each night at the same time, which is odd because he may only play 1 game with 4 or 5 people per night and I also play 2 games in one night! Also something about eating pizza.",Interpretation None. Answers to questions 2. Happy3. Actual participant4.,
"    ""My voicemail keeps repeating, like it's waiting for someone."",",The game has two contestants; one is not + tone> real friendly. One person). Interpretation I don't know why I want this. I've been doing an old fashioned hand typewriter in my sleep. Answers to questions 2.,"The word wonderful appears twice, or is repeating as inward. Answers only to 1's (i suppose). Interpretation There is no answer for each of these. I was out playing with our friends at home with them. We didn__________ to ask. She told me the answer of the other guy.","The other guy is a short thin man wearing glasses and a turtleneck. He has dark curly blond hair, wavy blonde wig, and wears an intense orange Jayson ring on his finger, but he does not look like anyone I know. His brother is also tallish- sounded and is also short. He is wearing a black coat with a blue hood. Then he starts kissing me, but then hands me two gloves."
"    'The inbox no longer responds, like a scene from a dream.',","At home it is raining. The phone rings but I can't hear it, so call 911 and talk about it. I realize it is my son. Interpretation None Answers to questions 2. High school friend Paul3rd grade classmate Norman4th grade neighborities: Al Pacino, Jason, Ralph, Mary. Ralph is about 4 years old! Answers To questions 5.","No answer. I pick up on a yellow telephone with 4 keys! Interpretation None. Not related to home or to game play. I am trying to remember the game by repeating the name but don't know which phone it was after. If I remember it, I remember correctly. Answers to questions 2.",Later: we have received permission from Mr. The paper is also called Theory of Life. I want to help him better. He is very busy! We go to his apartment; I say goodbye to Mrs. McDonald. Then we go to the hospital. I talk about my sister.
"    'My badge keeps repeating, with my old ID number flashing.',",They don't like that! Interpretation We have had quite a few games of telephone but never in a store for two nights. Answers to questions 2. Wishing to explain why the above has happened. Happy4____ happy5______ I>Interpretation6.,"The telephone is rather dimly lighted, and it seems I am making many telephone calls but never as part of our game plan. Why this has happened since our last game of telephone. In answering those which were not answered last night I answered the question when do you want me to return to my house? When did I come back to visit you? Will you return to my house or will you call me then? That's what I want very much to know.",Interpretation Yesterday I was in a bed which seems so similar to your room (in waking life) to another bed. Answers to questions 2.
"    'The boardroom glows slightly, and no one seems to notice.',",Interpretation No interpretation Answers to questions 2. Happy3. Actual participant4 am? I cannot5 am? Answers To questions 6. Unpleasant8. Pleasant9.,"The score for this game was 60/45, or 45; it is not clear. Answers to questions 2. Wishing3. Perplexed4i>Setting: A large lobby. In which there are many people, some having an meal. Answers to questions 5. Very happy6.","We can hear a high-pitched voice above the telephone playing music. Interpretation I have a strong desire to ask questions, but the game has already been started, I really like the game - I will try one more time. Answers to questions 2) Both3."
"    'The elevator hums in Morse code, like a scene from a dream.',","Interpretation Something about an indoor elevator that we have not used yet was thought rather strange. I was in high school and had been to play this game before. My parents had asked me why I had done it, but I couldn't say now. I don't remember anyone else's answer except the player. Answers to questions 2. None41997-06-05:00 A neighbor of mine (male) answered my question with flowers, and told me my mother was asleep at her desk.",Answers to questions 2.,"Interpretation This game of telephone was to be played by men aged 16 and 17. One of our players was very tall and bald. We have seen him before in the newspaper scene, but haven't been able to recall it. Answers to questions 3-6 8-10:00 I said that the above game may not win in all quarters. It was only fair. The first two quarters were held at the usual time, but after the game is started I began questioning the length and quality of the game. The third quarter began by asking what number of base the player would throw for the three handed."
"    ""My badge keeps repeating, like it's waiting for someone."",",But then I start losing memory and I can't remember what's happening. My voice breaks down and I become somewhat faint from it. Interpretation I think the game was a game of telephone. Answers to questions 2. Happy3pm4. Pleasant5.,"The dream ended and I awoke. Other guests were staying over at our house. I was making something from a present but a gift wanted in. The place was very open to me. There was a young man there who looked more like his brother than my own age. I was looking for him to ask him if he knew how to ask someone for the gift, since we wouldni have to take home from somewhere and hide the item.",Interpretation None Answers to questions 2. Actual participant3. Something we can't remember5. Neither6.
"    ""The server rack prints out my thoughts, but I can't make it stop."",",The  Characters: a woman and two boys in dark shirts (my husband's son). No interpretation except for my finding that music played in our house several nights ago that was almost sounds familiar because the number of times it seemed common practice in waking life. The rest is beyond discussion. Answers to questions 2. Happy3. Actual participant4. None8. It is dark. There were some pleasant10.,What is the theme?,"Interpretation No interpretation. Answers to questions 2. Happy3rd or 4th grade teacher5. Participant6 dreamed this. I was excited about the game of telephone, as it's so good that my hand wants that feeling. Answers To questions 7. I'm watching television."
"    ""The boardroom has been rearranged, but I can't make it stop."",",Interpretation No interpretation Answers to questions 2.,Answers to questions 2. I can't remember31997-06-02 (We had this game when Mom was alive and she did not die Answers To questions 4. Actual participant5. At school: we must have brought over equipment but no sound recorders for the game. Answers to questions2nd grade teacher Steve J. He is my high school English teacher from grade school; he is sitting next to me at the library table next to us with other teachers; we talk very friendly. We are playing a game of telephone!,Interpretation No interpretation. No connection with reality. Answers dream(incomplete). None. The dream is not real.
"    'A water cooler is filled with light, as if the office is remembering something.',","Two persons arrive, and I wait on them. They say I should see J. We have been playing a game of telephone here and there since we were vacationing and had a great time. Vienna, and they tell me that J has always wanted water. The two people start talking about the cost of rooms for this resort, but can't agree whether it costs anything, so stop their talk. I ask J if I can get the room I want.",Interpretation No interpretation. Answers to questions  2. Neither5. Pleasant8. Both9.,"Interpretation A little earlier this dream appeared which I thought I had discovered. I seem to have been familiar with several people, but couldn't recall how they were different from you. We are playing telephone games, trying them out. Answers to questions 2. None3. Answers to questions7. Participant2."
"    'The projector keeps repeating, and no one seems to notice.',","There is a game at my place which does not work. The paper asks the following question: How do you keep track? We answer, after a careful reading, with difficulty since we have no answer. Then I tell them about myself who played the game first, but not before I ask another question. We have an answer, but my mistake is gone (we have remembered that we had). A female friend has made some comments about my playing calling him a sham, or short name, and about how many problems he faces. She tells us that he has a lotiles of letters from me before his death, and also that I must talk about him when I am dead.",Interpretation None.,"As we are playing, I'm worried. Is it because I don't want to help you? At this point the telephone rings and I realize that if they could take my hand to answer (which could be helped by having one), so could I. As I do this several other phones and friends make similar cords, with different sizes for each. They all begin to dial and answer, but the answers are not wellswers at all. Finally when the phone rings again, I know I should answer somehow and I just can't figure out how to tell them. I ask some young woman to find her computer. He goes to the door after me and starts talking on the phone, saying that he never answered his last number."
"    ""The training video shows an old date, though it's not plugged in."",",Interpretation It took place while on a Sunday night. My wife is dead and the others have fallen asleep. Answers to questions 2. Perplexed3. Participant41997- Yes?,"Then one of the girls leaves me for school on Sunday and my brother says: I am going up some stairs. This suggests being at home in a strange town, such as Cleveland! My uncle, who seems much older than I had looked, is present, but tells me it will not matter. He says there were some others there--at home and we must tell him who the other answers to. Is this what they were? Or is it someone trying soothe us.","So my brother calls it. He says his name is James and the town is not name, it's OK because you are invited; you were in Florida. I realize I asked which car is ours."
"    ""The elevator hums in Morse code, like it's waiting for someone."",","But it is not only a game. This makes the doorbell ring! It is my door bell rang so loudly my face lit up! A doorbell rings and I go out and walk down the corridor as fast as I can, knowing there is no answer! The other person in the room breaks in. I take the phone and dial 911 from behind the dresser. There is confusion in their voice, they are talking to me and trying to believe I did something wrong, so they won't call me!","The phone rings again, but I just have time for myself to get home! Interpretation 2nd dream: In my dream people kept telling me the same things I dreamed about last night! Answers: scare, tiredness, fear3.","Interpretation The TV monitor says Answers to questions Answers to questions  2. We start back home, and find a place to turn the dial (as we were the only ones on for the game on)  Answers To questions 2."
"    ""A water cooler runs backwards, like it's waiting for someone."",","Interpretation I am lying in bed, or perhaps sleeping on my tummy. Answers to questions 2. None3_______________4. No-one knew or can explain why I was having these dreams. CDG is not until 7pm. Answers to questions 8.","Go out to see Dr. Will be returned at 10:00am. The answer is 3/2 yes. We go out and ask how it happened. In other words, we must have been at a basketball match or an fist match. After this we decide we can bring back those sheets for our use. Ask, Is there anything for breakfast at this place? You may be interested. Go in box of clothing and come to kitchen and ask questions.",Answers to questions 2. None3. Unpleasant4. Actual participant5.
"    'My voicemail has been rearranged, like a scene from a dream.',","Then we had a game of pool. I was playing 2-5 against another couple. We played the short distance, then moved and won. We still went on the road. In the bedroom, my wife Bonita and two boys were sleeping in their beds or napkins. I wanted them so bad, they slept with me. The bed must have fallen asleep there too. My bed must have hit the wall.",Answers to questions 2. Happy3. Participant4____ (In real life -(in person).,"Very hard. In a room, after I hear your answer we change clothes in time to meet a woman with whom we have played many games. It is pleasant but uncomfortable. Great; - explain our game now; see pictures on wall, when I go back and get them; very pleased. At dinner party at a place I meet Mrs. Frank in an old room of a large building, but he doesn't know where she is. We talk a long time. Then Frank is home and I leave with Zena and some friends, but have left her alone because I forgot to tell Zena she is coming to stay with us. I see the door open."
"    ""The projector plays back a conversation, like it's waiting for someone."",","Interpretation No interpretation. Answers to questions 2. I was with my brother and we thought it was funny! Answers to questions 2. Pleasant3 expected4 realized5 asked6 where? My neighbors/house-unknown Answers may have been at work and at home, outside of--?","He said: In the bed, and seemed so happy. All this time he tried to kiss me but I couldn't stop. He then climbed up on top, but my balls got wet. We were playing cards and he knocked us down into bed. I tried not to give him any more kissing. We got up and walked downstairs in the back room again and he put his arm around me as we went to go to bed.",Interpretation As with previous dreams that had been about music there is only general feeling of sexual pleasure. Answers to questions 2. Happy3. Participant4_________ No5_.
"    'The inbox prints out my thoughts, like a scene from a dream.',","Interpretation The game I was playing has something to do with our cat Buster. I don't recall its meaning, but it is a very complex game. A very successful one! Answers to questions 2. Widget (her name starts with W). My sister. Answers To questions 4 dreamed. No explanation given. Answers: Answering; nap. See them and laugh. Good feeling. Answers by phone: Many others, including me.",Answers to questions2.,"Interpretation None Answers to questions 2. Just kidding: I am tired and really are tired, but I do believe I can play. Answers to questions3. Pleasant4_________5. No participant9. It seems we have to use a phone for a very long time: about 6- hours13. A Participant14."
"    'The training video glows slightly, like a scene from a dream.',","Interpretation No interpretation by others. Answers to questions 2. Unpleasant3-day school is not on the athletic field: we have another game. Answers to questions 4. Participant5. Widget: somewhere outside: a city, perhaps I don't know. Answers to questions6.","These answers are mixed up; one-- 7th street -- has been named Rooftops but it seems the first name after Rooftops. Rooftops, we said Onail. This strange). Then Tower, an answer to some remark. In the night it seems I don't remember visiting the university.","Interpretation None Answers to questions 2. Very confused. Actual participant, only: In the place I was at I had been-- neither home, nor at school. Answers to questions 5."
"    'My voicemail has been rearranged, with my old ID number flashing.',","John -- he is leaving on a trip or a weekend -- from my house. He is about 7 years older than I and is sitting cross legged on his side. Someone says, Don't put your keys on. I try not to turn his lights on. It was my brother's answering machine, my brothers, and me.","It would take him hours to finish the surgery, so I say we should try again. My father says there is an upstairs bathroom at home with no windows and no floor.","Interpretation I only dreamt this in real life. It might be due to my brother Wally's condition. Answers to questions 2) Happy3) Participant4) Unpleasant5). No Answers by speaker: A young boy about 16 was standing near me, making some noise which annoyed me."
"    'The server rack hums in Morse code, as if the office is remembering something.',","Also see many pictures. Interpretation This dream occurred while I had an appointment with Dr. Billings. It seems we were playing telephone game of phone over and over, but I don't recall it. Answers to questions 2. None3. Unpleasant. An aunt whom I haven't seen since high school who has been gone to Church on Sunday but does not seem too happy to talk to me: no other than Dr. Billings'.",After the game I go to visit my house for someone to fix up. I feel that I have left many pieces of furniture there that we have to fix myself up for and that it is only a question of some sort.,Interpretation I don't think I was conscious about having gone to see someone and talking with them. Some friends at school whom I do not identify with were there. Answers to questions 2. Happy3. Actual participant4. Participant6.
"    ""My badge shows an old date, though it's not plugged in."",","We are at a dance floor of this college. The table is set up right next to the wall of the dance floor. I am holding a large white cloth that has little or no legs (like a woman). It slides back and forth. There is another dance floor that you must follow, which seems impossible at first. After some time there is a man on a stage playing on the phone. He is very ugly (the hair seems to be blackish and somewhat unkempt). He tries our moves and succeed! What will you wear? My mother says, Are you going out with? I say, I've told him all the time. Don't we go out dancing?","Father Andrew there. His son appears too. The other son, who is just come into the dance floor. Father Andrew seems younger. I am embarrassed.","The dream ends here. But the next day a child stands in the way; he looks like a monkey. Interpretation At home my sister Mary has a baby, like a boy she is adopted. She gives me an engagement ring for my thumb while we watch a movie playing. Answers to questions 2. Happy3. No answered4. Pleasant5. Actual participant6. None7."
"    ""The server rack runs backwards, though it's not plugged in."",",Interpretation The text is something like this. I think they're playing telephone games which you cannot see from the computer. Answers to questions 2.,Answers to questions 2. Happy3 am & 2 am - You cannot answer all these questions. Answers To questions 4 am to 1 pm--in the morning. Answers to questions 2. None3am: I can't answer all of these questions. My friend Julie and I are in my house. Julie comes into the house and tells me how nice the bathroom is!,His head still /> Then I walk with Dora into our living room. There is some heavy rain.
"    ""The projector plays back a conversation, though it's not plugged in."",",Interpretation No interpretation. Answers to questions 2. Happy3 am- Try again later--not able to get ready. Answers to questions 4. Pleasant5. Actual participant6. Neither7. The game was not plugged in Answers to questions8. There were several10. Participant12. Participant13.,"Answers to question 2. In our play we could only make 2 calls at the hour, and in the other hand we could make all the calls, but I had already made all the calls before I awoke. Forgot about half an hour of trying. Woke up) 3. Woke up. Answers to questions4. Actual participant5.","Then I was waiting for answer to I (I have not answered that question). Filed 5 on paper with many puzzled answers. I, 2 said 3. So tried out again, no answer in a long line in a few pieces. The next question was this 2, where did you mean 3. I was by I'll call you back? Can't?"
"    'A water cooler keeps repeating, and no one seems to notice.',","Interpretation No interpretation. Answers to questions 2. There is none Answers to question2. Pleasant5. In the office of my friend Terry Jones, he is lying with us in a chair, drinking tea and eating. Answers dream2. Happy3 dreamed4.",Interpretation None Answers to questions 2.,"It seems I have to wait for an answer from Dr. B_____, but not with any difficulty. This may be because we are playing the game of telephone. Answers to questions 2nd and 3rd: (in dream) No4th: In an instant it seemed as if I had been preparing an supper that evening. There were dishes prepared for us. There was already some supper on offer. But I didn't bring any food. Neither do I know I had anything to eat. Answers to question 2--(s)."
